tag,acc_tr,acc_te,EER,FRR_atEER,FAR_atEER,thr_atEER,hidden,trainFcn,epochs
main,0.998245614035088,0.965350877192982,0.0139863547758285,0.0140350877192982,0.0139376218323587,0.162907268170426,"32,16",trainscg,200
